#{"t_start": 1784326665.0289285, "env_id": "None"}
r,l,t
699.318388,267,21.175226
797.772638,440,24.667618
801.819861,393,28.394425
692.976949,309,30.869097
698.387658,89,31.581044
-60.032252,237,33.543305
988.044255,504,37.795961
888.945947,443,41.40373
898.307023,281,44.177906
-49.771126,83,46.155012
1084.454208,549,52.587768
993.210548,443,56.692577
153.509327,169,60.646714
55.429141,73,61.819591
54.321083,98,63.33416
607.975177,256,65.43986
778.238688,380,69.373343
895.926908,264,72.239793
699.444534,149,73.931894
115.90627,1830,92.038354
985.968408,383,95.42154
47.101695,78,96.180401
598.865356,259,98.262105
361.0887,423,101.987616
1082.887123,492,108.49616
703.322154,376,111.780299
799.582626,351,114.57526
351.366773,257,116.588831
698.591879,344,119.300411
798.469052,218,121.387619
793.864525,414,124.934189
49.654725,136,126.043201
894.975926,366,128.967567
440.470414,814,148.601913
109.75389,1840,165.350154
994.537602,205,166.810386
1080.527076,714,173.042283
48.011634,199,174.759645
-51.646365,16,174.985525
1002.533769,373,180.815029
-51.667971,79,181.687897
151.812777,186,183.663753
668.206583,544,189.740491
48.797639,89,190.643188
798.052239,258,194.620589
903.197335,305,197.38851
676.294867,476,201.252469
603.591802,164,202.506625
460.762328,412,206.326247
1084.267517,604,211.3811
594.536995,252,213.65413
-48.341898,28,213.900317
0.507725,1827,255.746288
594.026708,366,259.79246
803.812364,169,261.480772
149.260065,162,262.902425
237.670969,579,271.166822
592.108509,317,274.694341
53.183324,124,275.873855
350.280598,356,282.679049
253.270967,520,286.94685
1092.764597,481,291.818141
37.146878,378,295.631912
674.121189,482,303.029593
212.076417,1793,323.312344
-55.713037,89,324.132515
595.237838,253,326.658994
802.425934,165,328.445342
45.22708,278,330.784685
592.199648,176,332.300285
-47.399405,55,332.749787
601.848654,177,334.098181
998.320144,421,337.928591
694.527933,288,340.790549
-51.776453,32,341.123369
895.00148,237,345.657188
604.38025,165,347.610757
-50.484531,125,348.71198
700.173622,199,350.292251
158.05696,149,351.386578
782.841127,581,359.347942
993.773762,337,362.721568
272.891785,242,367.74259
359.647964,206,370.02584
699.435206,163,371.512503
54.793903,141,372.727866
61.597173,106,375.178617
603.321854,187,377.922663
51.594743,99,378.671808
53.782446,69,379.212438
53.576386,96,380.00771
1103.224845,239,382.008602
697.758581,139,383.104982
897.031455,283,385.21067
374.347554,259,387.124994
600.657917,106,388.020442
766.412199,665,395.206968
681.90309,524,402.018203
995.658898,402,405.152696
900.227447,328,408.013065
-58.766569,146,409.455883
453.648145,254,411.73261
705.400663,153,413.153389
48.623835,28,413.345549
53.293256,166,414.51434
148.711136,242,416.322453
690.453184,448,420.528803
-48.661844,67,423.896933
603.31503,254,426.469294
994.538554,523,430.841803
52.527104,145,432.396411
-51.277527,54,432.92906
1083.450763,544,437.221602
-51.614173,41,437.627611
265.511019,201,439.286404
1096.578367,406,443.084554
42.425404,523,447.81281
1000.198338,386,451.804335
-45.302029,50,452.228008
49.908837,76,452.921533
251.880251,186,454.407896
-59.478075,226,457.992234
365.343755,247,461.490123
1095.268589,411,490.366876
994.575556,441,496.25951
600.65446,173,497.617377
1076.906317,571,502.405313
51.103887,85,503.21235
600.011736,205,504.868049
796.836999,329,508.737898
998.146534,295,511.826077
900.323237,157,513.340633
985.008479,492,517.852688
598.365776,133,519.499061
705.22669,136,522.058755
50.310754,78,523.550158
1110.206391,296,526.564167
901.952952,239,528.663833
995.480888,397,532.174321
-54.85914,115,533.136072
901.829549,414,536.589968
1098.45854,450,540.917568
697.550065,203,542.838382
-51.74145,63,543.408473
161.823243,313,546.998281
160.223856,286,549.409025
999.082932,317,553.002591
1097.763197,398,559.159449
48.058035,260,561.312659
883.245445,553,565.743317
1096.749254,463,569.428621
980.628402,572,574.011394
164.408073,153,575.249768
1000.72796,370,578.206864
149.342782,120,579.33643
695.628432,299,581.814513
45.312174,175,584.354427
-50.624285,76,585.052494
8.707547,1815,604.059807
693.832154,230,612.086234
355.822481,350,618.869708
995.091526,487,626.448457
701.849535,162,627.728338
610.549013,169,629.146734
154.89962,52,629.641736
54.423708,91,630.378099
-47.53712,67,631.336105
906.096485,326,634.15672
451.798414,565,641.005748
260.914119,267,645.829904
905.79296,329,649.535681
265.075361,513,654.170092
807.954987,231,656.292516
604.78885,163,658.134077
1091.628743,472,663.031153
47.356943,137,664.724285
902.675746,346,668.202892
904.679455,347,672.140785
811.885282,312,675.842165
594.413292,160,677.827165
685.062419,356,681.07496
474.204223,411,685.695563
798.015724,311,688.547253
151.044774,358,692.48006
892.449268,356,695.925673
1101.382387,352,699.788556
50.955384,130,701.13376
51.674554,51,701.622141
802.293002,190,703.563484
787.772194,458,738.506644
154.421924,167,740.0924
253.836796,227,742.567985
1094.611985,572,750.212282
-51.364746,33,750.548297
1083.417838,538,755.690087
53.525779,84,756.374864
798.851372,260,758.825413
994.497992,321,761.711048
52.340525,67,762.276427
806.723972,329,765.197513
149.932644,246,767.108947
897.723988,380,770.096328
700.312671,218,771.775617
702.588812,281,774.611149
152.429342,281,776.909805
51.932809,59,777.390321
576.098683,381,780.484628
690.755711,224,782.488893
584.431128,383,785.935903
-53.723503,34,786.240991
48.17279,132,787.493073
800.143651,284,790.061061
600.78186,122,791.26123
169.616981,126,792.325755
51.380451,73,792.955321
3.138922,1804,807.544939
988.253148,497,811.835815
991.422006,395,814.784711
354.108907,442,818.549731
452.948208,506,822.505614
594.594255,175,823.960559
600.464078,91,824.640803
257.636183,277,826.752071
-51.238434,34,827.008456
795.669028,268,829.425475
600.008445,98,830.432821
671.150109,674,835.891284
910.676721,416,839.06718
458.743748,411,842.435789
961.511883,776,848.559574
-51.576355,29,848.906416
-47.19475,79,849.514626
705.902264,129,850.572554
-50.099685,25,850.811046
698.106089,174,852.155211
-53.157428,96,852.908366
888.306911,469,857.028036
254.973857,159,858.287811
606.081785,110,859.088047
53.333173,96,859.793085
-50.183885,81,860.445787
52.25864,153,861.695675
896.648994,341,864.370541
153.002035,304,867.871507
1001.746059,247,870.1302
375.990683,333,874.367729
896.253875,355,878.31297
796.934361,220,880.169152
47.434693,291,883.736157
807.976578,246,887.666826
367.608231,407,893.199026
-50.86447,50,893.808366
980.533389,573,901.000927
163.966059,218,904.289879
893.063118,337,908.894894
995.333708,370,913.643654
472.570208,535,920.165861
996.865634,344,924.617817
-103.010408,1873,984.945156
898.647058,274,988.687547
1102.928955,385,994.143575
989.446185,552,1000.649299
460.392515,347,1004.812154
896.187333,343,1008.962939
564.942901,523,1015.246125
603.567637,177,1017.236372
604.290927,127,1018.732345
473.519139,558,1026.142027
894.775949,253,1029.515754
165.886316,208,1031.986116
152.430704,119,1033.219906
696.355992,195,1035.565808
-48.137054,37,1035.953701
1096.224254,546,1042.984406
574.404306,450,1048.392995
109.33648,1822,1071.877179
998.274015,372,1076.25093
1065.356592,881,1086.766139
980.878754,536,1093.271365
54.925042,62,1093.84726
801.442468,223,1096.379283
-52.703164,16,1096.529392
-52.557212,29,1096.838423
-51.677434,24,1097.100271
1000.315721,371,1101.472526
699.418424,248,1104.429657
601.846211,190,1106.58241
792.007578,306,1110.234316
1005.746396,532,1116.740329
808.511032,284,1119.920112
561.887824,434,1125.512832
277.426141,264,1128.755545
256.840485,276,1132.016225
800.085213,263,1135.045078
214.970018,1506,1153.791961
897.05605,267,1156.880725
796.87421,276,1160.519266
892.545565,346,1165.725693
893.854453,405,1172.440375
599.78548,230,1176.7853
547.411653,862,1188.638119
474.375485,298,1192.110987
802.032922,454,1197.626851
155.391423,187,1199.921124
801.431715,273,1203.287102
599.821763,135,1205.129071
700.315851,160,1206.788587
-51.040216,91,1207.970698
1008.990818,273,1212.147592
261.207145,292,1247.638348
250.35719,208,1250.447312
879.669026,574,1258.544012
1098.850914,362,1263.567875
913.74861,321,1267.728021
-51.061751,11,1267.913868
158.751206,176,1270.0633
54.818496,100,1271.277737
602.669156,90,1272.419206
51.142153,88,1273.512258
1078.46015,592,1281.000107
461.37444,346,1285.217213
463.495956,281,1288.744534
-102.557409,1841,1311.698374
42.478313,538,1318.632992
53.371899,119,1319.941275
909.146805,299,1323.943491
701.13598,230,1326.942446
601.343656,91,1328.040154
891.279009,343,1332.684743
693.505985,346,1336.863383
261.25101,299,1340.319981
784.72796,456,1345.348332
49.427203,300,1349.315828
50.541771,113,1350.82218
152.892064,395,1356.087273
47.450497,395,1360.627824
2.647249,1841,1383.663318
1005.70302,283,1387.386244
-51.580833,85,1388.508117
698.139593,333,1392.487325
604.11618,100,1393.634723
699.020626,259,1397.248878
603.32663,119,1398.630503
992.272913,403,1403.207648
152.654911,104,1404.631602
707.19191,144,1406.305509
603.672097,109,1407.583117
455.34568,412,1413.152798
995.309605,393,1417.731604
902.801897,314,1421.343844
990.793022,452,1426.834667
149.600112,260,1430.275307
596.488743,256,1433.781266
898.817604,340,1437.321826
701.082506,146,1439.30419
706.491572,212,1442.146945
699.67516,275,1445.543098
570.139148,261,1448.62642
602.826027,154,1450.649271
605.171281,230,1453.508746
474.819413,396,1458.55008
899.475452,475,1463.922904
610.669472,171,1466.085965
902.983015,376,1470.651264
988.802054,554,1477.378989
602.557289,89,1478.352973
165.301172,131,1479.816254
240.067234,433,1485.289887
-102.092206,1807,1539.478876
698.550531,203,1541.777184
981.701023,476,1547.61136
1074.779169,676,1555.883442
999.7271,479,1561.513325
1066.854049,784,1572.101991
271.440606,282,1575.396993
799.319887,393,1580.308998
167.624319,314,1583.723294
898.743368,360,1587.925616
792.377082,332,1591.976442
155.214376,176,1594.3022
895.903902,234,1597.208546
700.531741,188,1599.127705
48.647371,17,1599.309263
1096.664386,297,1603.05263
888.385953,496,1608.936451
253.70496,190,1610.951912
605.709929,108,1612.034499
149.876397,66,1612.987413
52.198364,113,1614.688536
461.476568,279,1618.437827
799.835667,221,1621.142143
888.726804,381,1626.494212
251.667355,249,1629.96051
974.837367,714,1639.114332
794.20514,323,1644.359492
1097.394661,419,1651.087341
49.314343,106,1652.974324
47.14772,80,1654.573244
-52.322622,21,1655.052866
148.965004,249,1658.380271
802.462589,300,1665.520492
255.007947,283,1670.200309
889.528405,394,1675.324221
582.75846,379,1681.107649
1075.271599,667,1689.317337
-51.398018,30,1689.583935
364.333827,202,1691.548265
52.162906,115,1692.511352
783.325633,386,1697.372169
581.84169,390,1703.831225
888.78736,372,1708.443163
156.084705,101,1709.883816
966.074305,720,1718.520007
50.447502,243,1728.503823
-48.936744,24,1730.919764
-52.550159,120,1742.659622
247.17878,341,1747.288268
51.483885,76,1748.41479
604.622811,107,1749.804239
580.574344,433,1755.093623
50.598612,105,1756.387316
154.957107,320,1760.363925
592.429317,229,1763.306091
692.347002,251,1766.030752
249.39734,334,1769.917971
600.918628,197,1771.614599
803.420717,338,1774.531976
601.324554,115,1775.450441
47.252731,65,1776.096692
804.454051,206,1777.984686
595.871333,130,1779.08289
51.813267,79,1779.732774
897.270627,283,1781.880364
897.19597,348,1784.415102
590.722613,384,1787.452302
60.084577,92,1788.159868
1010.302718,346,1791.001388
982.346901,463,1813.098469
258.358962,122,1814.02902
370.595795,481,1819.190531
682.464681,490,1824.982308
596.870706,297,1829.175187
795.756852,337,1833.328508
991.793143,499,1839.107244
707.824681,145,1840.708112
673.271122,425,1846.352966
50.631808,114,1848.310117
-52.655716,66,1849.416412
894.306844,470,1853.551619
1090.655532,440,1857.02702
262.626093,258,1859.816355
700.64691,190,1865.954607
796.178693,369,1874.154757
599.341177,198,1877.899089
1008.314207,381,1882.500357
595.371395,319,1887.413661
156.579675,102,1889.261264
989.815917,436,1894.91284
150.462531,159,1896.826238
795.845767,179,1898.961279
785.743457,514,1905.085025
706.053657,259,1908.079284
703.881635,108,1909.209503
57.172123,219,1912.188364
-50.11787,118,1913.678737
704.354042,154,1915.231814
896.162553,262,1917.418312
707.128251,212,1918.986176
801.74631,383,1921.814109
894.271713,393,1924.954377
903.311823,446,1928.534285
54.456504,123,1929.571912
781.871497,442,1932.901179
154.292426,107,1933.705193
704.419876,188,1935.131021
439.855009,1766,1953.014827
601.181017,101,1954.323698
1079.531574,610,1961.584265
1093.312526,392,1965.936428
896.479385,274,1968.997184
149.791802,194,1971.442676
254.939283,246,1973.769047
980.884745,554,1978.155151
53.115849,66,1978.778715
1090.567249,443,1982.685867
264.434431,152,1983.756323
599.573524,234,1985.460223
700.611256,190,1986.935949
154.064981,134,1988.134177
312.873293,1760,2005.705838
49.348652,76,2006.654886
254.02424,178,2009.282731
994.108509,304,2012.586601
-98.238061,1771,2038.292535
58.988459,102,2083.664906
1084.910119,633,2092.560104
985.934313,392,2097.595438
587.155735,339,2101.582423
896.112687,318,2105.126771
361.0734,277,2108.934649
702.36652,119,2110.32211
690.460667,287,2113.708591
345.02693,824,2123.665271
597.62898,184,2125.999448
901.691776,251,2129.672071
897.672576,225,2132.630671
896.57551,357,2136.964756
-54.282292,69,2137.827824
799.168709,119,2139.062959
352.879898,485,2144.925075
-52.563197,95,2146.068656
160.388925,309,2149.392674
257.041631,129,2150.939666
692.226043,292,2154.322901
896.43998,366,2159.061706
161.347178,237,2161.848171
-49.645104,28,2162.426941
596.716503,223,2165.164753
56.725592,147,2167.101178
-48.39974,40,2167.591648
47.374964,38,2168.103246
8.384638,1825,2190.367002
702.129506,284,2193.324104
733.678125,1174,2207.372493
599.350599,278,2211.04033
471.739734,488,2216.815801
-50.308465,15,2216.972515
1081.36352,500,2223.119633
808.318943,359,2227.581249
881.584557,478,2233.759876
152.784939,162,2235.66304
892.104262,283,2239.187745
-100.08755,1804,2261.966397
-52.501931,75,2263.003667
51.820827,83,2264.098346
603.512142,101,2265.207885
47.706227,117,2266.539346
797.458566,269,2269.844165
801.365193,312,2274.033145
1001.350637,369,2278.699868
600.6013,191,2281.153743
602.965013,283,2285.153044
54.86423,185,2287.54148
953.112354,897,2296.453986
-100.986963,1830,2317.109817
779.312202,543,2323.974464
353.353161,276,2327.725549
885.362779,459,2371.335602
206.268049,1814,2395.348505
1073.599133,669,2404.9139
171.328247,351,2409.39297
951.932088,903,2420.856702
664.316061,812,2431.955852
901.672121,247,2435.242
801.72172,322,2439.155201
700.37215,240,2442.492625
1007.89181,324,2446.363999
701.54426,233,2449.250057
259.915921,140,2451.301849
-50.688181,76,2452.304513
703.270306,384,2457.00729
353.792499,286,2460.041596
-52.644546,44,2460.497617
998.213174,453,2466.804133
704.308898,284,2471.987816
987.916531,565,2479.598647
47.396035,160,2481.557086
1083.768542,556,2489.027622
63.674332,189,2491.341555
-50.716161,90,2492.398914
696.862834,376,2496.828474
-50.083062,26,2497.192169
610.272388,233,2500.186254
664.459668,422,2505.830281
152.562875,177,2508.034178
888.621695,456,2514.084213
-55.077412,203,2517.0968
45.666537,123,2518.9328
-49.143114,21,2519.254137
-49.941212,11,2519.412706
-47.685586,21,2519.726035
48.639661,116,2521.577259
983.278957,557,2528.862309
1001.226496,407,2533.032926
994.215857,323,2535.710419
215.849446,1671,2554.248693
264.380333,129,2555.908615
808.46104,340,2560.270339
-84.826552,1140,2574.76387
901.436515,382,2580.10622
1092.657244,425,2586.165694
597.261746,205,2588.382303
889.822134,449,2594.561641
894.100251,438,2599.755636
803.012371,354,2604.650766
243.814514,511,2611.347
1001.013577,303,2615.359466
55.416021,91,2616.744291
12.123284,1502,2686.103519
998.64217,400,2691.41904
156.007572,99,2692.803496
601.780333,32,2693.17176
596.493106,146,2695.225318
54.777576,134,2696.675076
154.192998,224,2700.259914
876.838295,526,2707.712121
50.527723,118,2709.35241
892.927669,400,2715.989077
261.559147,175,2718.464073
701.081623,262,2721.363937
696.614405,293,2723.621636
50.09524,128,2724.718597
360.382795,142,2725.795255
795.784664,389,2728.710773
50.162267,106,2729.639439
905.953979,393,2733.450504
656.483909,737,2739.338745
156.65096,184,2741.294004
667.485045,259,2744.861338
800.372465,317,2749.01557
-55.059528,135,2750.916893
160.623884,207,2754.140979
1001.474425,264,2757.542462
605.77485,195,2760.216857
147.611527,373,2765.954941
807.868666,269,2769.361669
56.992427,63,2770.237649
1087.733616,501,2776.694771
51.359036,60,2777.359107
889.596133,427,2782.722095
173.02827,213,2785.510561
805.929256,309,2789.729751
889.231055,413,2795.692044
557.022422,475,2801.173765
902.062554,277,2804.743571
1002.2586,237,2807.903911
46.17387,240,2811.274399
148.454595,258,2814.277998
987.123813,615,2821.993582
799.090239,383,2827.362175
582.0995,495,2834.542471
55.472837,67,2835.456084
990.836517,548,2842.680301
981.345816,475,2849.8666
-48.205115,20,2850.048518
996.445908,394,2854.903651
-58.417579,319,2859.071529
986.331681,553,2866.907691
169.577776,162,2869.762235
695.069157,328,2874.746526
979.146252,592,2882.096909
150.646625,201,2884.571679
556.179985,405,2890.157945
470.239039,437,2896.444786
902.644739,258,2900.270835
1089.110295,445,2906.258442
880.970999,462,2912.042827
7.482458,1825,2977.787721
1090.07133,508,2984.637265
252.551447,105,2985.87106
894.645311,422,2991.568478
1099.076091,537,2998.076475
605.296899,169,3000.435998
1102.859023,370,3004.592958
-46.663166,26,3004.895845
797.009711,276,3008.458828
880.318317,501,3014.671659
454.55333,199,3017.216637
-51.114304,20,3017.491785
895.655485,406,3022.424244
692.336963,290,3025.74367
107.097698,1828,3049.200206
987.3354,419,3054.436345
996.807168,495,3060.949103
1072.561077,665,3069.585447
255.193038,226,3072.478404
888.905828,457,3078.126987
798.432224,402,3083.180988
1091.768068,413,3087.987638
601.448505,144,3089.766442
149.211844,173,3091.848327
697.120464,319,3095.759977
104.442444,1807,3117.197676
798.103667,175,3119.448151
158.13859,144,3121.361253
1093.170493,481,3127.349755
799.915632,334,3131.696346
799.234635,374,3136.144671
1086.52322,549,3143.423894
798.016318,425,3148.846423
10.292686,1489,3167.923966
1100.330751,405,3174.115201
593.300751,188,3176.635389
603.040615,117,3178.250105
991.530578,544,3185.104345
802.058578,286,3188.47582
791.760063,292,3192.019015
888.337159,309,3195.95726
49.868722,104,3197.234089
992.819361,353,3203.842859
-100.581996,1836,3223.324898
-56.098673,84,3248.792661
358.448978,209,3250.404072
1000.027024,459,3254.411707
43.296523,351,3257.591999
1090.061776,589,3262.417966
258.880057,148,3264.146299
1097.506354,448,3267.869298
254.345999,233,3270.079657
798.499879,385,3273.720409
901.571301,234,3275.631407
703.217271,89,3276.30988
-54.635481,66,3276.846401
152.221512,173,3278.262485
1006.771728,284,3280.986941
153.898347,169,3282.819382
1002.129995,366,3289.735705
606.23218,249,3294.378509
688.437636,304,3296.940482
457.594665,291,3300.002078
50.180136,79,3301.044273
682.488823,385,3305.400635
993.735063,419,3310.854783
-50.826539,18,3311.113798
250.005882,364,3315.483374
-52.747502,102,3317.348176
354.944102,292,3321.012897
1097.79074,361,3326.403478
50.634969,82,3327.069484
562.008061,485,3331.889202
-51.225048,64,3332.651228
42.260285,159,3335.038013
807.073291,212,3337.595083
1109.264191,303,3342.028325
-47.134748,34,3342.668986
601.47138,192,3345.947634
1084.467757,521,3353.279034
604.895396,118,3354.298992
898.518531,324,3358.190822
155.619051,148,3360.599151
1091.861676,424,3365.968517
695.64012,263,3369.156168
995.324862,313,3373.27828
456.409162,190,3375.805135
990.406619,469,3384.320217
596.33308,164,3386.230344
1088.02162,639,3393.72207
905.308408,226,3395.558309
-48.895096,131,3396.787833
-55.415273,30,3397.027124
995.495136,377,3400.722131
982.676655,624,3405.741183
48.529709,182,3407.358259
1100.73927,549,3411.821338
710.663192,257,3413.886877
-47.700836,76,3414.47726
902.832028,308,3416.786111
1091.929928,702,3422.642005
995.871282,275,3426.26335
250.587443,218,3430.510211
994.85926,335,3435.569936
-50.104392,27,3436.226562
902.546579,365,3441.082957
974.189798,566,3446.383461
706.969819,239,3462.023957
255.897445,222,3464.351284
-52.880592,16,3464.483475
996.045312,318,3467.000448
-50.685859,122,3467.996839
248.904876,191,3469.792334
1103.123487,295,3472.119205
607.879688,138,3473.165029
602.385662,147,3474.28111
1094.872951,426,3478.272736
810.037295,312,3480.856315
779.05601,496,3513.538491
-50.881239,112,3514.590539
601.150238,197,3516.450171
8.551356,1790,3534.804332
1086.843822,340,3537.589564
610.460101,181,3538.929925
49.710714,211,3541.237748
158.497766,137,3543.331182
659.127259,776,3550.233353
52.560529,80,3550.940374
1000.545806,339,3554.963923
992.823064,519,3559.934196
50.379567,211,3561.703878
894.612793,408,3565.230349
342.055896,788,3572.348809
607.669314,187,3574.213417
795.416385,364,3577.362716
-50.161064,49,3577.77615
589.929844,365,3580.891445
794.734198,227,3584.351525
145.266285,313,3587.624789
800.410591,328,3591.352188
40.865662,413,3597.497421
-52.317633,22,3597.917155
704.197013,148,3599.105886
458.5342,718,3607.42717
-53.818016,242,3609.538466
1083.742435,608,3616.143926
570.781338,292,3618.589708
578.95955,615,3625.043857
258.668168,212,3626.902015
690.488013,353,3630.954688
6.011137,1638,3649.241383
700.81109,44,3649.985447
608.877969,179,3653.252285
1104.231506,321,3657.409202
366.240061,220,3660.343669
804.320818,191,3663.459056
796.959892,267,3665.633027
700.140577,236,3668.064677
-52.067264,56,3669.403067
899.647966,378,3675.144693
157.289797,246,3678.889879
49.142887,114,3680.105491
802.389253,338,3683.896347
593.480825,289,3687.638086
253.034802,282,3691.995579
246.499456,377,3695.342574
685.897619,395,3701.510069
800.240209,117,3702.811651
608.593511,161,3704.871547
-49.886103,26,3705.076034
707.516648,236,3707.89442
808.316506,347,3711.168032
149.771272,374,3715.699441
252.55178,173,3717.579457
1083.675975,632,3724.136283
-48.201943,13,3724.25422
1095.97524,470,3753.594441
596.316354,159,3755.07258
1003.016999,380,3758.446969
1077.914342,643,3764.679868
53.117722,115,3765.977425
149.705756,106,3766.788393
45.537676,134,3767.896064
603.973021,103,3768.944973
45.380273,152,3770.270415
600.17966,135,3771.343701
567.67559,442,3774.901907
244.416272,419,3779.235429
908.040619,187,3781.493391
597.04233,265,3784.556786
1094.37177,326,3788.395322
-52.710687,98,3789.34031
339.661883,794,3796.740234
164.980558,202,3798.690136
708.068946,188,3800.589707
697.887853,177,3802.168621
55.075192,108,3803.324512
355.476366,203,3805.341775
1003.668226,437,3809.010099
899.97236,236,3810.779305
362.330626,466,3814.912638
997.533177,289,3817.715436
-51.196811,86,3818.43818
994.325583,474,3822.21086
-50.23713,111,3823.187062
900.754515,311,3825.545002
-91.742417,1442,3841.323757
879.545731,518,3846.418848
996.272443,205,3848.425189
-52.374914,12,3848.533947
151.472907,253,3850.693568
1086.254867,515,3856.155356
602.55869,122,3857.576288
687.402434,351,3860.811876
1006.244833,335,3863.480218
676.496516,648,3869.545212
896.704206,355,3872.221028
1094.483696,432,3876.313072
705.668603,144,3877.569101
50.38052,145,3879.281813
153.956287,171,3880.825788
152.376239,271,3883.848675
1109.784845,456,3888.478967
151.486082,165,3889.838223
804.087124,208,3891.911487
1086.957212,532,3897.459033
612.758513,186,3899.579785
701.900712,190,3901.675439
994.940417,393,3904.995528
5.776359,1786,3922.452635
153.392849,162,3923.824718
578.694873,369,3926.777902
153.168915,144,3928.01832
795.83465,327,3931.042126
-51.612796,86,3931.804998
886.608741,456,3935.710042
273.93332,364,3939.102791
-50.511002,26,3939.480396
561.403119,580,3973.995006
705.410169,184,3975.574838
156.451316,150,3976.776224
595.848397,321,3979.732169
